0, PSG1, 0, 0, 60, 120, 115, 110, 118, 64
1, PSG1, 0, 0, 60, 127, 120, 105, 113, 64
2, PSG1, 0, 0, 60, 127, 122, 125, 124, 64
3, PSG1, 0, 0, 60, 30, 105, 115, 113, 64
4, PSG1, 0, 0, 60, 10, 0, 127, 124, 64
5, PSG1, 0, 0, 60, 127, 95, 0, 118, 64
6, PSG1, 0, 0, 60, 127, 112, 0, 118, 64
7, PSG1, 0, 0, 60, 127, 70, 0, 118, 64
8, PSG1, 1, 0, 60, 120, 115, 110, 118, 64
9, PSG1, 1, 0, 60, 127, 120, 105, 113, 64
10, PSG1, 1, 0, 60, 127, 122, 125, 124, 64
11, PSG1, 1, 0, 60, 30, 105, 115, 113, 64
12, PSG1, 1, 0, 60, 10, 0, 127, 124, 64
13, PSG1, 1, 0, 60, 127, 95, 0, 118, 64
14, PSG1, 1, 0, 60, 127, 112, 0, 118, 64
15, PSG1, 1, 0, 60, 127, 70, 0, 118, 64
16, PSG1, 2, 0, 60, 120, 115, 110, 118, 64
17, PSG1, 2, 0, 60, 127, 120, 105, 113, 64
18, PSG1, 2, 0, 60, 127, 122, 125, 124, 64
19, PSG1, 2, 0, 60, 30, 105, 115, 113, 64
20, PSG1, 2, 0, 60, 10, 0, 127, 124, 64
21, PSG1, 2, 0, 60, 127, 95, 0, 118, 64
22, PSG1, 2, 0, 60, 127, 112, 0, 118, 64
23, PSG1, 2, 0, 60, 127, 70, 0, 118, 64
24, PSG1, 3, 0, 60, 120, 115, 110, 118, 64
25, PSG1, 3, 0, 60, 127, 120, 105, 113, 64
26, PSG1, 3, 0, 60, 127, 122, 125, 124, 64
27, PSG1, 3, 0, 60, 30, 105, 115, 113, 64
28, PSG1, 3, 0, 60, 10, 0, 127, 124, 64
29, PSG1, 3, 0, 60, 127, 95, 0, 118, 64
30, PSG1, 3, 0, 60, 127, 112, 0, 118, 64
31, PSG1, 3, 0, 60, 127, 70, 0, 118, 64
32, PSG1, 4, 0, 60, 120, 115, 110, 118, 64
33, PSG1, 4, 0, 60, 127, 120, 105, 113, 64
34, PSG1, 4, 0, 60, 127, 122, 125, 124, 64
35, PSG1, 4, 0, 60, 30, 105, 115, 113, 64
36, PSG1, 4, 0, 60, 10, 0, 127, 124, 64
37, PSG1, 4, 0, 60, 127, 95, 0, 118, 64
38, PSG1, 4, 0, 60, 127, 112, 0, 118, 64
39, PSG1, 4, 0, 60, 127, 70, 0, 118, 64
40, PSG1, 5, 0, 60, 120, 115, 110, 118, 64
41, PSG1, 5, 0, 60, 127, 120, 105, 113, 64
42, PSG1, 5, 0, 60, 127, 122, 125, 124, 64
43, PSG1, 5, 0, 60, 30, 105, 115, 113, 64
44, PSG1, 5, 0, 60, 10, 0, 127, 124, 64
45, PSG1, 5, 0, 60, 127, 95, 0, 118, 64
46, PSG1, 5, 0, 60, 127, 112, 0, 118, 64
47, PSG1, 5, 0, 60, 127, 70, 0, 118, 64
48, PSG1, 6, 0, 60, 120, 115, 110, 118, 64
49, PSG1, 6, 0, 60, 127, 120, 105, 113, 64
50, PSG1, 6, 0, 60, 127, 122, 125, 124, 64
51, PSG1, 6, 0, 60, 30, 105, 115, 113, 64
52, PSG1, 6, 0, 60, 10, 0, 127, 124, 64
53, PSG1, 6, 0, 60, 127, 95, 0, 118, 64
54, PSG1, 6, 0, 60, 127, 112, 0, 118, 64
55, PSG1, 6, 0, 60, 127, 70, 0, 118, 64
56, PSG2, 0, 0, 60, 126, 109, 100, 120, 64
57, PSG2, 0, 0, 60, 126, 109, 100, 110, 64
58, PSG2, 0, 0, 60, 125, 100, 0, 120, 64
59, PSG2, 0, 0, 60, 110, 127, 60, 120, 64
60, PSG2, 0, 0, 60, 10, 0, 127, 126, 64
61, PSG2, 0, 0, 60, 127, 123, 0, 118, 64
62, PSG1, 3, 0, 60, 100, 115, 110, 118, 64
63, PSG1, 0, 0, 60, 50, 105, 115, 113, 64
64, PSG2, 0, 0, 60, 127, 115, 0, 120, 64
65, PSG1, 2, 0, 60, 126, 115, 110, 118, 64
66, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
67, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
68, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
69, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
70, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
71, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
72, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
73, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
74, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
75, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
76, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
77, PSG1, 5, 0, 60, 124, 96, 109, 120, 64
