60, NULL
62, NULL
63, NULL
64, NULL
65, NULL
66, NULL
67, NULL
68, NULL
69, NULL
70, NULL
71, NULL
72, NULL
73, NULL
74, NULL
75, NULL
76, NULL
77, NULL
78, NULL
79, NULL
80, NULL
81, NULL
82, NULL
83, NULL
84, NULL
85, NULL
86, NULL
87, NULL
88, NULL
89, NULL
90, NULL
91, NULL
92, NULL
93, NULL
94, NULL
95, NULL
21, Single, 109, 0, 36, 127, 127, 127, 118, 64
41, Single, 154, 0, 50, 127, 60, 1, 120, 64
43, PSG1, 3, 0, 60, 126, 100, 50, 118, 64
44, Single, 64, 0, 60, 99, 99, 99, 110, 64
45, Single, 45, 0, 60, 99, 10, 0, 80, 64
46, Single, 103, 0, 60, 127, 70, 0, 120, 64
47, Single, 17, 0, 60, 125, 127, 127, 127, 64
48, PSG1, 3, 0, 60, 126, 100, 40, 127, 64
49, PSG1, 3, 0, 60, 127, 50, 0, 125, 64
50, PSG1, 3, 0, 60, 127, 70, 0, 110, 64
51, PSG1, 3, 0, 60, 124, 100, 80, 110, 64
52, PSG1, 3, 0, 60, 124, 100, 80, 120, 64
53, PSG2, 0, 0, 60, 110, 127, 60, 120, 64
54, PSG2, 0, 0, 60, 125, 100, 0, 120, 64
55, Single, 153, 0, 84, 127, 90, 70, 118, 64
56, Single, 104, 0, 48, 127, 127, 127, 126, 64
57, Single, 90, 0, 60, 127, 122, 122, 120, 64
58, PSG1, 4, 0, 60, 120, 110, 110, 115, 64
59, PSG1, 6, 0, 60, 120, 110, 110, 115, 64
61, Single, 0, 1, 60, 99, 10, 40, 80, 64
96, Single, 1, 1, 60, 125, 127, 127, 120, 64
39, Drums, 29, 81
	1, 56, 0, 29, 127, 127, 120, 120, 64
	1, 110, 0, 30, 127, 0, 110, 120, 64
	1, 104, 0, 31, 3, 127, 120, 120, 64
	1, 7, 0, 32, 127, 127, 120, 120, 64
	1, 7, 0, 32, 127, 127, 120, 120, 64
	1, 111, 0, 34, 127, 116, 0, 120, 64
	1, 8, 0, 35, 127, 127, 127, 120, 64
	1, 9, 0, 36, 127, 127, 120, 120, 64
	1, 107, 0, 36, 127, 116, 0, 120, 58
	1, 112, 0, 38, 127, 127, 127, 120, 64
	1, 57, 0, 39, 127, 127, 120, 120, 70
	1, 113, 0, 40, 127, 114, 90, 120, 64
	1, 135, 0, 41, 127, 127, 127, 120, 30
	1, 62, 0, 42, 127, 100, 0, 120, 80
	1, 137, 0, 43, 127, 127, 127, 120, 40
	1, 137, 0, 43, 127, 127, 127, 120, 40
	1, 138, 0, 45, 127, 127, 127, 120, 50
	1, 63, 0, 46, 127, 102, 0, 120, 80
	1, 136, 0, 47, 127, 127, 127, 120, 100
	1, 33, 0, 48, 127, 90, 0, 114, 64
	1, 32, 0, 52, 127, 100, 0, 114, 64
	1, 32, 0, 52, 127, 100, 0, 114, 64
	1, 32, 0, 52, 127, 100, 0, 114, 64
	1, 22, 0, 53, 127, 70, 0, 110, 20
	1, 105, 0, 53, 127, 70, 0, 115, 30
	1, 131, 0, 54, 127, 127, 127, 120, 58
	1, 114, 0, 55, 127, 70, 0, 120, 84
	1, 31, 0, 56, 127, 127, 127, 120, 110
	1, 32, 0, 57, 127, 80, 0, 114, 36
	1, 32, 0, 57, 127, 80, 0, 114, 102
	1, 106, 0, 59, 127, 70, 0, 114, 86
	1, 13, 0, 60, 127, 127, 127, 120, 90
	1, 13, 0, 64, 127, 127, 127, 120, 90
	1, 74, 0, 62, 127, 127, 127, 120, 20
	1, 61, 0, 63, 127, 127, 127, 120, 24
	1, 61, 0, 67, 127, 127, 127, 120, 26
	1, 61, 0, 67, 127, 127, 127, 120, 26
	1, 61, 0, 67, 127, 127, 127, 120, 26
	1, 18, 0, 67, 127, 100, 90, 120, 26
	1, 74, 0, 68, 127, 127, 127, 120, 105
	1, 61, 0, 69, 127, 127, 127, 120, 105
	1, 61, 0, 67, 127, 127, 127, 120, 105
	1, 61, 0, 67, 127, 127, 127, 120, 105
	1, 61, 0, 67, 127, 127, 127, 120, 105
	1, 61, 0, 67, 127, 127, 127, 120, 105
	1, 61, 0, 67, 127, 127, 127, 120, 105
	1, 61, 0, 67, 127, 127, 127, 120, 105
	1, 108, 0, 76, 127, 100, 90, 120, 20
	1, 108, 0, 76, 127, 100, 90, 120, 20
	1, 108, 0, 78, 127, 100, 90, 120, 105
	1, 108, 0, 78, 127, 100, 90, 120, 105
	1, 139, 0, 80, 127, 120, 0, 125, 44
	1, 139, 0, 81, 127, 80, 0, 118, 44
40, Drums, 12, 127
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 128, 0, 48, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 129, 0, 60, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 130, 0, 72, 127, 127, 120, 120, 40
	1, 26, 0, 60, 127, 90, 0, 120, 64
13, Keysplit, 55, 67, 127, 0, 0, 0, 0, 0
	1, 2, 0, 48, 127, 127, 117, 118, 64
	1, 3, 0, 60, 127, 127, 117, 118, 64
	1, 4, 0, 72, 120, 120, 117, 118, 64
1, Keysplit, 67, 127, 0, 0, 0, 0, 0, 0
	1, 5, 0, 60, 127, 75, 1, 120, 64
	1, 6, 0, 72, 127, 75, 1, 120, 64
19, Keysplit, 45, 127, 0, 0, 0, 0, 0, 0
	1, 0, 0, 36, 127, 60, 1, 118, 64
